pathway	individual label	individual uri	inferred_type
G_alpha_(i)_signalling_events	LARG activation by G alpha 12/13	<http://model.geneontology.org/-983048053>	<http://purl.obolibrary.org/obo/GO_0004857>
G_alpha_(i)_signalling_events	Ligand:GPCR complexes that activate Gi:Heterotrimeric G-protein Gi (inactive)	<http://model.geneontology.org/1442754322>	<http://purl.obolibrary.org/obo/GO_0032045>
G_alpha_(i)_signalling_events	Opsins:photon	<http://model.geneontology.org/948533601>	<http://purl.obolibrary.org/obo/GO_0032045>
Biosynthesis_of_maresin-like_SPMs	CYP1A2,2C8,2C9,2D6,2E1,3A4	<http://model.geneontology.org/-685723956>	<http://purl.obolibrary.org/obo/GO_1902494>
Biosynthesis_of_maresin-like_SPMs	Biosynthesis of maresin-like SPMs	<http://model.geneontology.org/1915829779>	<http://purl.obolibrary.org/obo/GO_0006739>
Biosynthesis_of_maresin-like_SPMs	Biosynthesis of maresin-like SPMs	<http://model.geneontology.org/1915829779>	<http://purl.obolibrary.org/obo/GO_0072592>
Ketone_body_catabolism	Ketone body catabolism	<http://model.geneontology.org/1915830623>	<http://purl.obolibrary.org/obo/GO_0006084>
Ketone_body_catabolism	Ketone body catabolism	<http://model.geneontology.org/1915830623>	<http://purl.obolibrary.org/obo/GO_1902652>
Ketone_body_catabolism	Ketone body catabolism	<http://model.geneontology.org/1915830623>	<http://purl.obolibrary.org/obo/GO_0006082>
Ketone_body_catabolism	Ketone body catabolism	<http://model.geneontology.org/1915830623>	<http://purl.obolibrary.org/obo/GO_0015936>
Ketone_body_catabolism	Ketone body catabolism	<http://model.geneontology.org/1915830623>	<http://purl.obolibrary.org/obo/GO_0006104>
Ketone_body_catabolism	Ketone body catabolism	<http://model.geneontology.org/1915830623>	<http://purl.obolibrary.org/obo/GO_0006734>
Ketone_body_catabolism	Ketone body catabolism	<http://model.geneontology.org/1915830623>	<http://purl.obolibrary.org/obo/GO_0006629>
Ketone_body_catabolism	OXCT dimers	<http://model.geneontology.org/834757028>	<http://purl.obolibrary.org/obo/GO_1990234>
FRS-mediated_FGFR4_signaling	Activated FGFR4:p-FRS:PTPN11	<http://model.geneontology.org/1336901239>	<http://purl.obolibrary.org/obo/GO_1902911>
FRS-mediated_FGFR4_signaling	Activated FGFR4:p-FRS2:GRB2:SOS1	<http://model.geneontology.org/192225238>	<http://purl.obolibrary.org/obo/GO_1905742>
FRS-mediated_FGFR4_signaling	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0005525>
FRS-mediated_FGFR4_signaling	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0044877>
FRS-mediated_FGFR4_signaling	Activated FGFR4:p-FRS:PTPN11	<http://model.geneontology.org/1664458767>	<http://purl.obolibrary.org/obo/GO_1902911>
FRS-mediated_FGFR4_signaling	Activated FGFR4:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange	<http://model.geneontology.org/-983076880>	<http://purl.obolibrary.org/obo/GO_0005525>
FRS-mediated_FGFR4_signaling	Activated FGFR4:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange	<http://model.geneontology.org/-983076880>	<http://purl.obolibrary.org/obo/GO_0044877>
FRS-mediated_FGFR4_signaling	Activated FGFR4:FRS2	<http://model.geneontology.org/-171855144>	<http://purl.obolibrary.org/obo/GO_1902911>
FRS-mediated_FGFR4_signaling	Activated FGFR4:FRS2	<http://model.geneontology.org/-2099461810>	<http://purl.obolibrary.org/obo/GO_1902911>
FRS-mediated_FGFR4_signaling	Activated FGFR4:FRS3	<http://model.geneontology.org/842165550>	<http://purl.obolibrary.org/obo/GO_1902911>
FRS-mediated_FGFR4_signaling	Activated FGFR4 phosphorylates PPTN11	<http://model.geneontology.org/-983076878>	<http://purl.obolibrary.org/obo/GO_0098772>
FRS-mediated_FGFR4_signaling	Activated FGFR4:FRS3	<http://model.geneontology.org/-389539080>	<http://purl.obolibrary.org/obo/GO_1902911>
Glutamate_Neurotransmitter_Release_Cycle	Glutamate synaptic vesicle docking and priming	<http://model.geneontology.org/-982989560>	<http://purl.obolibrary.org/obo/GO_0044877>
Glutamate_Neurotransmitter_Release_Cycle	GLS dimers	<http://model.geneontology.org/1379246456>	<http://purl.obolibrary.org/obo/GO_1903600>
Glutamate_Neurotransmitter_Release_Cycle	Empty Glutamate Synaptic Vesicle	<http://model.geneontology.org/-883821993>	<http://purl.obolibrary.org/obo/GO_1902495>
Glutamate_Neurotransmitter_Release_Cycle	SLC1A1-3,6,7	<http://model.geneontology.org/-189259490>	<http://purl.obolibrary.org/obo/GO_1902495>
Glutamate_Neurotransmitter_Release_Cycle	Acetylcholine synaptic vesicle docking and priming	<http://model.geneontology.org/-982989551>	<http://purl.obolibrary.org/obo/GO_0044877>
PP2A-mediated_dephosphorylation_of_key_metabolic_factors	PP2A-ABdeltaC complex	<http://model.geneontology.org/1991313117>	<http://purl.obolibrary.org/obo/GO_1903293>
PP2A-mediated_dephosphorylation_of_key_metabolic_factors	PP2A-ABdeltaC complex	<http://model.geneontology.org/2137891491>	<http://purl.obolibrary.org/obo/GO_1903293>
PP2A-mediated_dephosphorylation_of_key_metabolic_factors	PP2A-ABdeltaC complex	<http://model.geneontology.org/194361758>	<http://purl.obolibrary.org/obo/GO_1903293>
PP2A-mediated_dephosphorylation_of_key_metabolic_factors	PFKFB dimers	<http://model.geneontology.org/1206171633>	<http://purl.obolibrary.org/obo/GO_0043540>
PP2A-mediated_dephosphorylation_of_key_metabolic_factors	PP2A-ABdeltaC complex	<http://model.geneontology.org/1774254953>	<http://purl.obolibrary.org/obo/GO_1903293>
Receptor-ligand_binding_initiates_the_second_proteolytic_cleavage_of_Notch_receptor	gamma-secretase complex	<http://model.geneontology.org/359087886>	<http://purl.obolibrary.org/obo/GO_1905369>
Receptor-ligand_binding_initiates_the_second_proteolytic_cleavage_of_Notch_receptor	ADAM10/17:Zn2+	<http://model.geneontology.org/16104087>	<http://purl.obolibrary.org/obo/GO_1905368>
Receptor-ligand_binding_initiates_the_second_proteolytic_cleavage_of_Notch_receptor	gamma-secretase complex	<http://model.geneontology.org/-2131354005>	<http://purl.obolibrary.org/obo/GO_1905369>
Receptor-ligand_binding_initiates_the_second_proteolytic_cleavage_of_Notch_receptor	gamma-secretase complex	<http://model.geneontology.org/51791370>	<http://purl.obolibrary.org/obo/GO_1905369>
Peroxisomal_protein_import	PEX2:PEX10:PEX12:PEX5L:Ub:UBE2D1,2,3:PEX7:PEX13:PEX14	<http://model.geneontology.org/1989079152>	<http://purl.obolibrary.org/obo/GO_0000151>
Peroxisomal_protein_import	USP9X:Ub:PEX5L	<http://model.geneontology.org/-455399563>	<http://purl.obolibrary.org/obo/GO_1905368>
Peroxisomal_protein_import	PEX2:PEX10:PEX12:Ub:PEX5S,L:PEX1:PEX6:PEX26:ZFAND6	<http://model.geneontology.org/2137620209>	<http://purl.obolibrary.org/obo/GO_1904949>
Peroxisomal_protein_import	PEX2:PEX10:PEX12:Ub:PEX5L:PEX7:PEX13:PEX14:PEX1:PEX6:PEX26:ZFAND6	<http://model.geneontology.org/-717600720>	<http://purl.obolibrary.org/obo/GO_1904949>
Peroxisomal_protein_import	PEX2:PEX10:PEX12:Ub:PEX5S,L:PEX1:PEX6:PEX26:ZFAND6	<http://model.geneontology.org/-1861764267>	<http://purl.obolibrary.org/obo/GO_1904949>
Peroxisomal_protein_import	PEX2:PEX10:PEX12:Ub:PEX5L:PEX7:PEX13:PEX14:PEX1:PEX6:PEX26:ZFAND6	<http://model.geneontology.org/-266344778>	<http://purl.obolibrary.org/obo/GO_1904949>
Peroxisomal_protein_import	TYSND1 cleaves TYSND1	<http://model.geneontology.org/-983083765>	<http://purl.obolibrary.org/obo/GO_0004857>
Peroxisomal_protein_import	USP9X:Ub:PEX5L	<http://model.geneontology.org/427075281>	<http://purl.obolibrary.org/obo/GO_1905368>
Peroxisomal_protein_import	PEX2:PEX10:PEX12:PEX5S,L:Ub:UBE2D1,2,3:PEX13:PEX14	<http://model.geneontology.org/-427941401>	<http://purl.obolibrary.org/obo/GO_0000151>
Peroxisomal_protein_import	PEX2:PEX10:PEX12:PEX5L:Ub:UBE2D1,2,3:PEX7:PEX13:PEX14	<http://model.geneontology.org/169023094>	<http://purl.obolibrary.org/obo/GO_0000151>
Peroxisomal_protein_import	PEX2:PEX10:PEX12:PEX5S,L:Ub:UBE2D1,2,3:PEX13:PEX14	<http://model.geneontology.org/-1496672609>	<http://purl.obolibrary.org/obo/GO_0000151>
Peroxisomal_protein_import	USP9X:Ub:PEX5S	<http://model.geneontology.org/318163183>	<http://purl.obolibrary.org/obo/GO_1905368>
PTK6_Regulates_Cell_Cycle	p-Y342-PTK6:CDKN1B:(CDK4:CCND1,(CDK2:CCNE1))	<http://model.geneontology.org/-423390390>	<http://purl.obolibrary.org/obo/GO_1902911>
PTK6_Regulates_Cell_Cycle	p-Y342-PTK6:CDKN1B:(CDK4:CCND1,(CDK2:CCNE1))	<http://model.geneontology.org/177166364>	<http://purl.obolibrary.org/obo/GO_1902911>
Degradation_of_AXIN	26S proteasome	<http://model.geneontology.org/-1240303765>	<http://purl.obolibrary.org/obo/GO_1905369>
Degradation_of_AXIN	RibC-AXIN:TNKS:RNF146	<http://model.geneontology.org/-742746864>	<http://purl.obolibrary.org/obo/GO_0000151>
Degradation_of_AXIN	AXIN:TNKS	<http://model.geneontology.org/1788059662>	<http://purl.obolibrary.org/obo/GO_1990234>
Degradation_of_AXIN	AXIN:TNKS	<http://model.geneontology.org/-1653957608>	<http://purl.obolibrary.org/obo/GO_1990234>
Degradation_of_AXIN	AXIN:SMURF2	<http://model.geneontology.org/-1757124940>	<http://purl.obolibrary.org/obo/GO_0000151>
Degradation_of_AXIN	Ub-RibC-AXIN:TNKS:RNF146	<http://model.geneontology.org/-897689868>	<http://purl.obolibrary.org/obo/GO_1905369>
Degradation_of_AXIN	26S proteasome	<http://model.geneontology.org/1958776750>	<http://purl.obolibrary.org/obo/GO_1905369>
Degradation_of_AXIN	Ub-RibC-AXIN:TNKS:RNF146	<http://model.geneontology.org/1866240008>	<http://purl.obolibrary.org/obo/GO_1905368>
Degradation_of_AXIN	AXIN:SMURF2	<http://model.geneontology.org/1836848882>	<http://purl.obolibrary.org/obo/GO_0000151>
Degradation_of_AXIN	ub-AXIN:SMURF2	<http://model.geneontology.org/-1974808876>	<http://purl.obolibrary.org/obo/GO_1905369>
Degradation_of_AXIN	RibC-AXIN:TNKS:RNF146	<http://model.geneontology.org/-1172632106>	<http://purl.obolibrary.org/obo/GO_0000151>
Uptake_and_function_of_diphtheria_toxin	DT:HBEGF:CD9	<http://model.geneontology.org/-996923710>	<http://purl.obolibrary.org/obo/GO_1902495>
Uptake_and_function_of_diphtheria_toxin	DT:HBEGF:CD9	<http://model.geneontology.org/-202887260>	<http://purl.obolibrary.org/obo/GO_1902495>
TGFBR1_KD_Mutants_in_Cancer	TGFB1:TGFBR2:TGFBR1 KD Mutants	<http://model.geneontology.org/-1916074037>	<http://purl.obolibrary.org/obo/GO_1902554>
TGFBR1_KD_Mutants_in_Cancer	TGFB1:TGFBR2:TGFBR1 KD Mutants	<http://model.geneontology.org/2117176379>	<http://purl.obolibrary.org/obo/GO_1902554>
TGFBR1_KD_Mutants_in_Cancer	TGFBR2 recruits TGFBR1 KD Mutants	<http://model.geneontology.org/-982928174>	<http://purl.obolibrary.org/obo/GO_0044877>
Digestion_of_dietary_lipid	PNLIPRP2-like proteins	<http://model.geneontology.org/-917331211>	<http://purl.obolibrary.org/obo/GO_1902494>
Digestion_of_dietary_lipid	PNLIP:CLPS	<http://model.geneontology.org/171268115>	<http://purl.obolibrary.org/obo/GO_1902494>
Digestion_of_dietary_lipid	lipases	<http://model.geneontology.org/915101646>	<http://purl.obolibrary.org/obo/GO_1902494>
Digestion_of_dietary_lipid	PNLIP:CLPS	<http://model.geneontology.org/-2116780990>	<http://purl.obolibrary.org/obo/GO_1902494>
Digestion_of_dietary_lipid	PNLIP:CLPS	<http://model.geneontology.org/-319829631>	<http://purl.obolibrary.org/obo/GO_1902494>
RIPK1-mediated_regulated_necrosis	RIPK1:RIPK3	<http://model.geneontology.org/1098956483>	<http://purl.obolibrary.org/obo/GO_1902554>
RIPK1-mediated_regulated_necrosis	RIPK1:RIPK3	<http://model.geneontology.org/214921283>	<http://purl.obolibrary.org/obo/GO_1902554>
RIPK1-mediated_regulated_necrosis	RIPK1:RIPK3	<http://model.geneontology.org/-663302951>	<http://purl.obolibrary.org/obo/GO_1902554>
Collagen_degradation	MMP14,TMPRSS6	<http://model.geneontology.org/-2081373148>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP14,TMPRSS6	<http://model.geneontology.org/-985486367>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	Collagen degradation	<http://model.geneontology.org/1915828823>	<http://purl.obolibrary.org/obo/GO_0006793>
Collagen_degradation	Collagen degradation	<http://model.geneontology.org/1915828823>	<http://purl.obolibrary.org/obo/GO_0043436>
Collagen_degradation	Collagen degradation	<http://model.geneontology.org/1915828823>	<http://purl.obolibrary.org/obo/GO_0006807>
Collagen_degradation	MMP1,2,3	<http://model.geneontology.org/-175509691>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP2,9,10	<http://model.geneontology.org/-1763797115>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP1,8,9,13	<http://model.geneontology.org/1595158115>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP1,3,8,13, PRSS2	<http://model.geneontology.org/602801057>	<http://purl.obolibrary.org/obo/GO_1905370>
Collagen_degradation	Collagen type XVII sheddases	<http://model.geneontology.org/-1050771741>	<http://purl.obolibrary.org/obo/GO_1905370>
Collagen_degradation	MMP3,13	<http://model.geneontology.org/514335465>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP3,13	<http://model.geneontology.org/1659011466>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP2,9,11	<http://model.geneontology.org/1177830245>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP2,3,4,9,10,12	<http://model.geneontology.org/-854068602>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP1,2,3,9	<http://model.geneontology.org/305671530>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP9,13	<http://model.geneontology.org/-1776098395>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP1,2	<http://model.geneontology.org/-1557165929>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP1-3, 7-9, 12, 13	<http://model.geneontology.org/-2122446750>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP1,2,8,13, PRSS2	<http://model.geneontology.org/367853569>	<http://purl.obolibrary.org/obo/GO_1905369>
Collagen_degradation	MMP14,TMPRSS6	<http://model.geneontology.org/239483133>	<http://purl.obolibrary.org/obo/GO_1905369>
Propionyl-CoA_catabolism	SUCLA2:SUCLG1	<http://model.geneontology.org/-831112410>	<http://purl.obolibrary.org/obo/GO_0042709>
Propionyl-CoA_catabolism	SUCLG1:SUCLG2	<http://model.geneontology.org/522227526>	<http://purl.obolibrary.org/obo/GO_0042709>
Propionyl-CoA_catabolism	6x(Btn-PCCA:PCCB)	<http://model.geneontology.org/-1746270613>	<http://purl.obolibrary.org/obo/GO_1902494>
Propionyl-CoA_catabolism	Propionyl-CoA catabolism	<http://model.geneontology.org/1915829722>	<http://purl.obolibrary.org/obo/GO_0046491>
Propionyl-CoA_catabolism	Propionyl-CoA catabolism	<http://model.geneontology.org/1915829722>	<http://purl.obolibrary.org/obo/GO_0046031>
Propionyl-CoA_catabolism	Propionyl-CoA catabolism	<http://model.geneontology.org/1915829722>	<http://purl.obolibrary.org/obo/GO_1902858>
Propionyl-CoA_catabolism	Propionyl-CoA catabolism	<http://model.geneontology.org/1915829722>	<http://purl.obolibrary.org/obo/GO_0046034>
Propionyl-CoA_catabolism	Propionyl-CoA catabolism	<http://model.geneontology.org/1915829722>	<http://purl.obolibrary.org/obo/GO_0006104>
Propionyl-CoA_catabolism	2xMMAA:2xMUT:AdoCbl	<http://model.geneontology.org/567922102>	<http://purl.obolibrary.org/obo/GO_1902494>
Signaling_by_FGFR1_in_disease	Activated FGFR1 mutants:p-FRS2:GRB2:GAB1:PI3K	<http://model.geneontology.org/204225297>	<http://purl.obolibrary.org/obo/GO_0061695>
Signaling_by_FGFR1_in_disease	Activated FGFR1 mutants:FRS2	<http://model.geneontology.org/813265430>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_FGFR1_in_disease	Activated FGFR1 mutants:FRS2	<http://model.geneontology.org/-1175398192>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_FGFR1_in_disease	Activated FGFR1 mutants:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange	<http://model.geneontology.org/-982929941>	<http://purl.obolibrary.org/obo/GO_0005525>
Signaling_by_FGFR1_in_disease	Activated FGFR1 mutants:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange	<http://model.geneontology.org/-982929941>	<http://purl.obolibrary.org/obo/GO_0044877>
Signaling_by_FGFR1_in_disease	FGFR1 mutants:p-FRS2:GRB2:SOS1	<http://model.geneontology.org/412889232>	<http://purl.obolibrary.org/obo/GO_1905742>
Signaling_by_FGFR1_in_disease	Activated FGFR1 mutants and fusions:PLCG1	<http://model.geneontology.org/-2027338873>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_FGFR1_in_disease	Activated FGFR1 mutants and fusions:PLCG1	<http://model.geneontology.org/383316223>	<http://purl.obolibrary.org/obo/GO_1902911>
Acyl_chain_remodelling_of_PE	Acyl chain remodelling of PE	<http://model.geneontology.org/1915829819>	<http://purl.obolibrary.org/obo/GO_0070292>
Acyl_chain_remodelling_of_PE	Acyl chain remodelling of PE	<http://model.geneontology.org/1915829819>	<http://purl.obolibrary.org/obo/GO_0001676>
Acyl_chain_remodelling_of_PE	Acyl chain remodelling of PE	<http://model.geneontology.org/1915829819>	<http://purl.obolibrary.org/obo/GO_0015936>
Acyl_chain_remodelling_of_PE	Acyl chain remodelling of PE	<http://model.geneontology.org/1915829819>	<http://purl.obolibrary.org/obo/GO_0006653>
Acyl_chain_remodelling_of_PE	Acyl chain remodelling of PE	<http://model.geneontology.org/1915829819>	<http://purl.obolibrary.org/obo/GO_0006637>
Acyl_chain_remodelling_of_PE	LPEAT	<http://model.geneontology.org/-949819876>	<http://purl.obolibrary.org/obo/GO_1990234>
Acyl_chain_remodelling_of_PE	PLA2(16)	<http://model.geneontology.org/-1383765432>	<http://purl.obolibrary.org/obo/GO_1902494>
Acyl_chain_remodelling_of_PE	LPEAT	<http://model.geneontology.org/146066905>	<http://purl.obolibrary.org/obo/GO_1990234>
Acyl_chain_remodelling_of_PE	HRASLS	<http://model.geneontology.org/-1882054056>	<http://purl.obolibrary.org/obo/GO_1990234>
Acyl_chain_remodelling_of_PC	LPCAT	<http://model.geneontology.org/-1348988873>	<http://purl.obolibrary.org/obo/GO_1990234>
Acyl_chain_remodelling_of_PC	PLD1-4/6	<http://model.geneontology.org/985084896>	<http://purl.obolibrary.org/obo/GO_1902494>
Acyl_chain_remodelling_of_PC	LPCAT	<http://model.geneontology.org/-253102092>	<http://purl.obolibrary.org/obo/GO_1990234>
Acyl_chain_remodelling_of_PC	PLD1/2	<http://model.geneontology.org/737483484>	<http://purl.obolibrary.org/obo/GO_1902494>
Acyl_chain_remodelling_of_PC	PLA2(16)	<http://model.geneontology.org/-996517275>	<http://purl.obolibrary.org/obo/GO_1902494>
Acyl_chain_remodelling_of_PC	Acyl chain remodelling of PC	<http://model.geneontology.org/1915829844>	<http://purl.obolibrary.org/obo/GO_0001676>
Acyl_chain_remodelling_of_PC	Acyl chain remodelling of PC	<http://model.geneontology.org/1915829844>	<http://purl.obolibrary.org/obo/GO_0006081>
Acyl_chain_remodelling_of_PC	Acyl chain remodelling of PC	<http://model.geneontology.org/1915829844>	<http://purl.obolibrary.org/obo/GO_0015936>
Acyl_chain_remodelling_of_PC	Acyl chain remodelling of PC	<http://model.geneontology.org/1915829844>	<http://purl.obolibrary.org/obo/GO_0006653>
Acyl_chain_remodelling_of_PC	Acyl chain remodelling of PC	<http://model.geneontology.org/1915829844>	<http://purl.obolibrary.org/obo/GO_0006637>
Acyl_chain_remodelling_of_PI	PI4KA/2B	<http://model.geneontology.org/-43853792>	<http://purl.obolibrary.org/obo/GO_0061695>
Acyl_chain_remodelling_of_PI	PLA2(15)	<http://model.geneontology.org/-1783034344>	<http://purl.obolibrary.org/obo/GO_1902494>
