Reactome node type	Reactome Label	Reactome Id	Curator asserted GO types	Rule-assigned types	Inferred GO types
Complex	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1:TIMELESS:TIPIN:p-T916,S945-CLSPN:CHEK1	R-HSA-5684883 			GO_1902554: serine/threonine protein kinase complex,
Complex	DNA DSBs:MRN:p-S1981,Ac-K3016-ATM:KAT5	R-HSA-5682055 			
Complex	p-HIPK2:PIN1	R-HSA-6799392 			
Complex	CK2	R-HSA-6805066 			
Complex	p-S15,S20-TP53 Tetramer:ZNF385A	R-HSA-6803718 			
Complex	p-S15,S20-TP53 Tetramer:POU4F2	R-HSA-6804423 			
Complex	(p-S15,S20-TP53,TP63,TP73):(ASPP1,ASPP2)	R-HSA-6799788 			
Complex	phospho-p38 MAPK: MAPKAPK5	R-HSA-3239009 			GO_1902554: serine/threonine protein kinase complex,
Complex	p-S387-RFWD2:p-S15-TP53	R-HSA-349420 			
Complex	AP-1	R-HSA-6806560 			
Complex	Activated AMPK heterotrimer	R-HSA-6805467 			GO_1902554: serine/threonine protein kinase complex,
Complex	p-S15,S20-TP53 Tetramer:POU4F1	R-HSA-6804394 			
Complex	ATR:ATRIP:RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1	R-HSA-5684874 			
Complex	(p-S15,S20-TP53,TP63,TP73):iASSP	R-HSA-6799745 			
Complex	p-T288-AURKA:TPX2	R-HSA-6805100 			GO_1902554: serine/threonine protein kinase complex,
Complex	KAT6A:ING5:MEAF6:BRPF1,(2,3):PML:p-S15,S20-TP53	R-HSA-6805621 			
Complex	Active AKT	R-HSA-202072 			
Biological Process	HSF1-dependent transactivation	R-HSA-3371571 	GO_1900034: regulation of cellular response to heat,		
Molecular Function	Phosphorylation of HSF1 at Ser326 induces transactivation	R-HSA-5082405 	GO_0004674: protein serine/threonine kinase activity,		GO_0098772: molecular function regulator,
Molecular Function	HSF1-mediated gene expression	R-HSA-5082356 		GO_0005515: protein binding,	
Molecular Function	Phosphorylation of HSF1 at Ser230 induces transactivation	R-HSA-5082387 	GO_0004674: protein serine/threonine kinase activity,		GO_0098772: molecular function regulator,
Molecular Function	HSF1 trimer binds HSE on the target gene	R-HSA-4793819 			
Complex	CaMKII	R-HSA-444796 			GO_1902554: serine/threonine protein kinase complex,
Complex	Heat shock inducible proteins	R-HSA-5096380 			
Complex	RPA heterotrimer	R-HSA-68462 			
Complex	mTORC1 dimer	R-HSA-5083643 			GO_1902554: serine/threonine protein kinase complex,
Biological Process	reaction:Annealing of 3'-end of unwound transfer RNA primer with genomic RNA: is xrefed to this process	R-HSA-164527 	GO_0006278: RNA-dependent DNA biosynthetic process,		
Biological Process	Minus-strand DNA synthesis	R-HSA-164516 	GO_0006278: RNA-dependent DNA biosynthetic process,		GO_0009200: deoxyribonucleoside triphosphate metabolic process,
Molecular Function		R-HSA-164513 	GO_0003887: DNA-directed DNA polymerase activity,		
Molecular Function	RNase H-mediated degradation of the template strand	R-HSA-182795 	GO_0004523: RNA-DNA hybrid ribonuclease activity,		
Molecular Function	RNase H-mediated cleavage of the template strand	R-HSA-164528 	GO_0004523: RNA-DNA hybrid ribonuclease activity,		
Molecular Function	Minus strand DNA synthesis resumes	R-HSA-164520 	GO_0003964: RNA-directed DNA polymerase activity,		
Molecular Function	First strand transfer mediated by Repeated (R) sequence	R-HSA-164503 		GO_0005515: protein binding,	
Molecular Function	RNase H-mediated degradation of the RNA strand of the -sssDNA:RNA duplex	R-HSA-182859 	GO_0004523: RNA-DNA hybrid ribonuclease activity,		
Molecular Function	RNase H-mediated cleavage of the RNA strand of the -sssDNA:RNA duplex	R-HSA-164519 	GO_0004523: RNA-DNA hybrid ribonuclease activity,		
Molecular Function	Synthesis of minus strand strong stop DNA (-sssDNA)	R-HSA-164504 	GO_0003964: RNA-directed DNA polymerase activity,		
Molecular Function	Annealing of 3'-end of unwound transfer RNA primer with genomic RNA	R-HSA-164527 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Complex	RTC with minus sssDNA:tRNA primer:RNA template	R-HSA-173774 			GO_1902555: endoribonuclease complex,
Complex	RTC with extensive RNase-H digestion	R-HSA-173789 			GO_1902555: endoribonuclease complex,
Complex	RTC (Reverse Transcription Complex) with RNA template	R-HSA-173814 			
Complex	RTC with nicked minus sssDNA:tRNA primer:RNA template	R-HSA-182804 			
Complex	RTC with degraded RNA template and minus sssDNA	R-HSA-173773 			
Complex	RTC with tRNA primer:RNA template	R-HSA-173801 			GO_0042575: DNA polymerase complex,
Complex	RTC with extending minus strand DNA	R-HSA-173764 			GO_0042575: DNA polymerase complex,
Complex	RTC with minus sssDNA transferred to 3'-end of viral RNA template	R-HSA-173779 			GO_0042575: DNA polymerase complex,
Complex	RTC with minus strand DNA synthesis initiated from 3'-end	R-HSA-173786 			GO_1902555: endoribonuclease complex,
Complex	RTC with extending second-strand DNA	R-HSA-182880 			
Biological Process	NOSTRIN mediated eNOS trafficking	R-HSA-203641 	GO_0050999: regulation of nitric-oxide synthase activity,		
Molecular Function	eNOS:Caveolin-1 complex binds to Nostrin	R-HSA-203716 		GO_0005515: protein binding,	
Molecular Function	eNOS:Caveolin-1:NOSTRIN complex binds dynamin-2	R-HSA-203662 		GO_0005515: protein binding,	
Molecular Function	eNOS:Caveolin-1:NOSTRIN:dynamin-2 complex binds N-WASP	R-HSA-203565 		GO_0005515: protein binding,	
Molecular Function	NOSTRIN mediated translocation of eNOS from plasma membrane	R-HSA-203625 		GO_0005515: protein binding,	
Molecular Function	eNOS associates with Caveolin-1	R-HSA-203712 		GO_0005515: protein binding,	
Complex	eNOS:Caveolin-1	R-HSA-202128 			
Complex	eNOS:Caveolin-1:NOSTRIN:Dynamin-2	R-HSA-203696 			
Complex	eNOS:Caveolin-1:NOSTRIN:dynamin-2:N-WASP	R-HSA-203648 			
Complex	eNOS:Caveolin-1:NOSTRIN complex	R-HSA-203758 			
Complex	eNOS:Caveolin-1:NOSTRIN:dynamin-2:N-WASP	R-HSA-203629 			
Biological Process	Cell surface interactions at the vascular wall	R-HSA-202733 	GO_0050900: leukocyte migration,		
Molecular Function	TP53 stimulates transcription of TNFRSF10A, TNFRSF10B,TNFRSF10C and TNFRSF10D genes	R-HSA-5633441 		GO_0005515: protein binding,	
Molecular Function	activated thrombin (factor IIa) + thrombomodulin -> activated thrombin:thrombomodulin	R-HSA-141046 		GO_0005515: protein binding,	
Molecular Function	EPCR binds Protein C	R-HSA-5591052 		GO_0005515: protein binding,	
Molecular Function	protein C -> activated protein C + protein C heavy chain activation peptide	R-HSA-141040 	GO_0004252: serine-type endopeptidase activity,		
Molecular Function	Activated protein C is released from PROCR	R-HSA-5603467 			
Molecular Function	Heterodimerization of CEACAMs	R-HSA-202717 		GO_0005515: protein binding,	GO_0098772: molecular function regulator,GO_0044877: protein-containing complex binding,
Molecular Function	CD74 binds MIF	R-HSA-5676133 		GO_0005515: protein binding,	
Molecular Function	PSGs bind proteoglycans and TGF-beta1	R-HSA-8870732 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	SL (surrogate light chain) binds IgH to form pre-BCR	R-HSA-8858498 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	F11R dimerises	R-HSA-202726 			
Molecular Function	MERTK receptor binds ligands (Gas6 or Protein S)	R-HSA-202710 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	FN1 dimerizes	R-HSA-2545196 			
Molecular Function	JAM2 binds JAM3	R-HSA-202721 		GO_0005515: protein binding,	
Molecular Function	Glycophorins bind plasmodium falciparum Ags	R-HSA-8867098 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	GPVI binds Fyn and Lyn	R-HSA-432295 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	FN1 aggregation	R-HSA-2327746 		GO_0005515: protein binding,	
Molecular Function	Integrin alphaXbeta2 binds JAM3	R-HSA-202704 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Integrin alpha5beta1 binds FN1 dimer	R-HSA-202723 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,GO_0030145: manganese ion binding,
Molecular Function	EPCAM binds itself to form homotypic cell adhesion	R-HSA-8867240 			
Molecular Function	Integrin alphaMbeta2 (MAC1) binds JAM3	R-HSA-202727 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	CD99 binds CD99L2	R-HSA-8867097 		GO_0005515: protein binding,	
Molecular Function	Integrin alphaLbeta2 (LFA-1) binds F11R (JAM-A)	R-HSA-202718 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	CEACAM1,3,5,6 bind opa proteins	R-HSA-8867135 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Fyn/Lyn-mediated phosphorylation of FcR1 gamma	R-HSA-114600 	GO_0004713: protein tyrosine kinase activity,		
Molecular Function	TNFRSF10D binds TNFRSF10A or TNFRSF10B	R-HSA-5635741 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	CD84 homodimerises	R-HSA-202713 			
Molecular Function	P-selectin binds P-selectin ligand	R-HSA-202724 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	E-selectin binds E-selectin ligand	R-HSA-2870221 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	JAM2 dimerises	R-HSA-202709 			
Molecular Function	JAM3 dimerises	R-HSA-202731 			
Molecular Function	CD177 binds PECAM-1	R-HSA-202702 		GO_0005515: protein binding,	
Molecular Function	CD47 binds SIRP	R-HSA-202703 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	FCAMR binds IgA	R-HSA-8858428 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	TSPAN7 binds PICK1	R-HSA-8858435 		GO_0005515: protein binding,	
Molecular Function	Binding of GPVI:Fc Epsilon R1 gamma receptor complex with collagen	R-HSA-114577 		GO_0005515: protein binding,	
Molecular Function	CD48 binds CD244	R-HSA-202722 		GO_0005515: protein binding,	
Molecular Function	CD58 binds CD2	R-HSA-202714 		GO_0005515: protein binding,	
Molecular Function	CXADR binds to AMICA1	R-HSA-199093 		GO_0005515: protein binding,	
Molecular Function	OLR1 binds to oxidized LDL	R-HSA-203130 		GO_0005515: protein binding,	
Molecular Function	Platelet-derived TREM-1 ligand binds to TREM-1	R-HSA-203156 			
Molecular Function	Integrin alpha4beta1 binds JAM2:JAM3	R-HSA-202706 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Complex	GPVI:FceRI gamma:FYN:LYN:Collagen type I	R-HSA-434812 			GO_1902911: protein kinase complex,
Complex	IgM with Surrogate Light Chain	R-HSA-983671 			
Complex	GYPA,GYPB,GYPC:eba-175,ebl1,eba-140	R-HSA-8867180 			
Complex	GYPA,GYPB,GYPC	R-HSA-8867165 			
Complex	CD47-binding SIRPs	R-HSA-202788 			
Complex	Platelet Factor 4	R-HSA-203105 			
Complex	2xIgA:JCHAIN	R-HSA-8858031 			
Complex	MERTK ligands	R-HSA-202771 			
Complex	JAM2:JAM3	R-HSA-202761 			GO_0098797: plasma membrane protein complex,
Complex	DR4,DR5	R-HSA-5634815 			
Complex	OLR1 bound to oxidized LDL	R-HSA-203127 			
Complex	CEACAM heterodimer	R-HSA-202716 			
Complex	E-selectin:ESL	R-HSA-2870225 			
Complex	CD99:CD99L2	R-HSA-8867105 			
Complex	GPVI:FceRI gamma:FYN:LYN	R-HSA-432297 			
Complex	Integrin alphaLbeta2	R-HSA-198196 			
Complex	activated thrombin:thrombomodulin	R-HSA-141038 			GO_1905370: serine-type endopeptidase complex,
Complex	PROCR:Activated protein C	R-HSA-5603469 			
Complex	GP VI : FceRI gamma dimer	R-HSA-114575 			
Complex	PECAM1:CD177	R-HSA-202785 			
Complex	SELE ligands	R-HSA-3274516 			
Complex	CXADR bound to JAML	R-HSA-198198 			
Complex	Neutrophil CEACAMs affecting integrin binding to fibronectin	R-HSA-202719 			
Complex	IgM Heavy Chain	R-HSA-983669 			
Complex	CEACAM1,3,5,6	R-HSA-8867228 			
Complex	CEACAM1,3,5,6:opa proteins	R-HSA-8867145 			
Complex	TSPAN7:PICK1	R-HSA-8858433 			
Complex	opa proteins				
Complex	Integrin alpha5beta1	R-HSA-202730 			
Complex	Integrin alphaLbeta2:F11R	R-HSA-202749 			
Complex	DR4,5:DcR2	R-HSA-5635735 			
Complex	VLA-4	R-HSA-198201 			
Complex	Integrin alpha5beta1:FN1 dimer	R-HSA-202708 			
Complex	Integrin alpha5beta1:Fibronectin matrix	R-HSA-2327790 			
Complex	integrin alpha4beta1:JAM2:JAM3	R-HSA-202759 			
Complex	Selectins:2xSELPG	R-HSA-202776 			
Complex	PSGs:Proteoglycan,TGFB1	R-HSA-8870733 			
Complex	Pre-B Cell Surrogate Light Chain	R-HSA-983678 			
Complex	FCAMR:2xIgA:JCHAIN	R-HSA-8858512 			
Complex	CD58:CD2	R-HSA-202794 			
Complex	CD47-binding SIRPs:CD47	R-HSA-202787 			
Complex	Integrin alphaXbeta2:JAM3	R-HSA-202765 			
Complex	MERTK:MERKT ligands	R-HSA-202770 			
Complex	Integrin MAC-1	R-HSA-202755 			
Complex	Integrin alphaMbeta2:JAM3	R-HSA-202754 			
Complex	PROCR:Protein C	R-HSA-5603321 			
Complex	TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D	R-HSA-6801323 			
Complex	GPVI:phosphorylated Fc Epsilon R1 gamma:FYN:LYN:Collagen type I	R-HSA-434822 			
Complex	Integrin alphaXbeta2	R-HSA-202766 			
Complex	CD48:CD244	R-HSA-202790 			
Complex	MIF trimer:CD74 trimer	R-HSA-5676093 			
Complex	Selectins	R-HSA-203453 			
Complex	PROCR(18-?):Activated protein C	R-HSA-5610097 			
Complex	eba-175,ebl1,eba-140				
Complex	PSGs	R-HSA-8870760 			
Biological Process	Generic Transcription Pathway	R-HSA-212436 	GO_0006367: transcription initiation from RNA polymerase II promoter,		
Molecular Function	Formation of TRAP coactivator complex	R-HSA-212380 		GO_0005515: protein binding,	
Molecular Function	Formation of DRIP coactivator complex	R-HSA-212432 		GO_0005515: protein binding,	
Molecular Function	Formation of ARC coactivator complex	R-HSA-212352 		GO_0005515: protein binding,	
Molecular Function	KRAB-ZNF / KAP Interaction	R-HSA-975040 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Complex	TRAP coactivator complex	R-HSA-212379 			
Complex	KRAB-ZNF	R-HSA-974995 			
Complex	DRIP coactivator complex	R-HSA-212340 			
Complex	KRAB-ZNF / KAP Complex	R-HSA-975037 			
Complex	KAP (KRAB-Domain Associated Protein)	R-HSA-975006 			
Complex	ARC coactivator complex	R-HSA-212374 			
Biological Process	Defensins	R-HSA-1461973 			
Biological Process	pro-defensin alpha 5 is stored in Paneth cell granules	R-HSA-1461995 		GO_0045184: establishment of protein localization,	
Molecular Function	Pro-HNP1-4 are cleaved to biologically active defensin	R-HSA-1462039 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Pre-pro-defensins are cleaved to remove the signal peptide	R-HSA-1462023 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Binding of defensins to lipid II	R-HSA-1467209 		GO_0005515: protein binding,	GO_0051861: glycolipid binding,GO_0005543: phospholipid binding,GO_0044877: protein-containing complex binding,GO_0042277: peptide binding,GO_0019840: isoprenoid binding,
Complex	Pro-defensins	R-HSA-1467213 			
Complex	Defensins alpha 1-4	R-HSA-1470042 			
Complex	Defensins that bind Lipid II:Lipid II	R-HSA-1471328 			
Complex	Defensins that bind Lipid II	R-HSA-1973970 			
Complex	Pro-defensin fragments	R-HSA-8864968 			
Complex	Pro-defensins alpha 1-4	R-HSA-1470043 			
Complex	Pre-pro-defensins	R-HSA-1467262 			
Biological Process	HDR through MMEJ (alt-NHEJ)	R-HSA-5685939 			
Molecular Function	POLQ extends annealed 3'-ssDNA overhangs in MMEJ	R-HSA-5687640 	GO_0003887: DNA-directed DNA polymerase activity,		
Molecular Function	PARP1 or PARP2, FEN1 and POLQ are recruited to MMEJ site	R-HSA-5687484 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	MRN complex binds DNA double strand breaks	R-HSA-3785768 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	MRN and RBBP8 resect DNA DSBs in MMEJ	R-HSA-5687464 	GO_0004520: endodeoxyribonuclease activity,		
Molecular Function	MRN complex binds RBBP8	R-HSA-5687465 		GO_0005515: protein binding,	
Molecular Function	LIG3 ligates remaining SSBs in MMEJ	R-HSA-5687675 	GO_0003909: DNA ligase activity,		
Molecular Function	MRN recruits LIG3:XRCC1 to MMEJ sites	R-HSA-5687673 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	FEN1 cleaves displaced ssDNA flaps during MMEJ	R-HSA-5687664 	GO_0017108: 5'-flap endonuclease activity,		
Molecular Function	PARP1,PARP2 dimers bound to MMEJ sites autoPARylate	R-HSA-5687653 	GO_0003950: NAD+ ADP-ribosyltransferase activity,		
Molecular Function	SIRT6 deacetylates RBBP8	R-HSA-5685953 	GO_0034979: NAD-dependent protein deacetylase activity,		
Complex	PAR-PARP1,PAR-PARP2 dimers	R-HSA-5651709 			
Complex	Extended microhomologous 3'-ssDNA overhangs-DSB:MRN:RBBP8:LIG3:XRCC1	R-HSA-5687677 			GO_1902494: catalytic complex,
Complex	Extended microhomologous 3'-ssDNA overhangs-flap-DSB:MRN:RBBP8:FEN1	R-HSA-5687655 			GO_1905347: endodeoxyribonuclease complex,
Complex	Extended microhomologous 3'-ssDNA overhangs-DSB:MRN:RBBP8	R-HSA-5687663 			
Complex	DNA DSBs:MRN	R-HSA-3785763 			
Complex	Microhomologous 3'-ssDNA overhangs-DSB:MRN:RBBP8	R-HSA-5687460 			
Complex	DNA DSB:MRN:RBBP8	R-HSA-5687468 			GO_1905347: endodeoxyribonuclease complex,
Complex	Annealed microhomologous 3'-ssDNA overhangs-DSB:MRN:RBBP8:PARP1,PARP2:FEN1:POLQ	R-HSA-5687514 			GO_0042575: DNA polymerase complex,
Complex	LIG3:XRCC1	R-HSA-110338 			
Complex	Extended microhomologous 3'-ssDNA overhangs-flap-DSB:MRN:RBBP8:PARP1,PARP2:FEN1:POLQ	R-HSA-5687643 			GO_1990234: transferase complex,
Complex	MRN	R-HSA-75164 			
Complex	PARP1,PARP2 dimers	R-HSA-5649884 			
Biological Process	MASTL Facilitates Mitotic Progression	R-HSA-2465910 			
Molecular Function	p-S62-ARPP19/p-S67-ENSA binds PP2A-PPP2R2D	R-HSA-2430552 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	MASTL phosphorylates ENSA	R-HSA-2430535 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Dephosphorylation of nuclear Cyclin B1:phospho-Cdc2 (Thr 14, Tyr15) complexes by Cdc25 phosphatases	R-HSA-170153 	GO_0004721: phosphoprotein phosphatase activity,		
Molecular Function	MASTL (GWL) phosphorylates ARPP19	R-HSA-2168079 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	CDK1 phosphorylates MASTL	R-HSA-2430533 	GO_0004693: cyclin-dependent protein serine/threonine kinase activity,		
Complex	CCNB1:p-T161-CDK1	R-HSA-170160 			GO_0000307: cyclin-dependent protein kinase holoenzyme complex,
Complex	p-S62-ARPP19/p-S67-ENSA	R-HSA-2430548 			
Complex	CCNB1:p-T14,Y15,T161-CDK1	R-HSA-170065 			
Complex	CDC25	R-HSA-69261 			GO_1903293: phosphatase complex,
Complex	p-S62-ARPP19/p-S67-ENSA:PP2A-PPP2R2D	R-HSA-2430556 			
Complex	PP2A-PPP2R2D	R-HSA-2430554 			
Biological Process	VEGF ligand-receptor interactions	R-HSA-194313 	GO_0048010: vascular endothelial growth factor receptor signaling pathway,		
